tasks_completed,average_score,average_teacher_score,average_model_score,time_spent,avg_attempts,late_submissions,efficiency_per_minute,correct_ratio,teacher_model_gap,late_ratio,final_efficiency_score
11,0.73,0.65,1.0,714,1.0,0,0.00102,0.73,0.35,0.0,9.3
5,0.69,0.58,0.72,421,1.35,2,0.00164,0.5111,0.14,0.4,7.42
20,0.62,0.72,0.73,819,1.0,2,0.00076,0.62,0.01,0.1,10.0
11,0.68,0.56,0.8,698,1.0,0,0.00097,0.68,0.24,0.0,9.51
10,0.75,0.67,0.47,834,1.0,0,0.0009,0.75,0.2,0.0,9.72
8,0.89,0.79,0.49,99,2.23,2,0.00899,0.3991,0.3,0.25,7.92
6,0.8,0.65,0.63,983,1.51,0,0.00081,0.5298,0.02,0.0,8.43
6,0.47,0.69,0.56,475,1.0,0,0.00099,0.47,0.13,0.0,8.13
8,0.72,0.69,0.69,414,1.84,3,0.00174,0.3913,0.0,0.375,7.19
15,0.84,0.65,0.77,314,2.19,0,0.00268,0.3836,0.12,0.0,9.0
14,0.57,0.64,0.91,202,1.86,2,0.00282,0.3065,0.27,0.1429,8.81
11,0.76,0.58,0.82,811,1.37,1,0.00094,0.5547,0.24,0.0909,9.38
12,0.68,0.67,0.55,799,1.66,0,0.00085,0.4096,0.12,0.0,8.96
13,0.82,0.62,0.64,912,2.13,0,0.0009,0.385,0.02,0.0,8.37
8,0.74,0.84,0.6,769,1.17,0,0.00096,0.6325,0.24,0.0,9.07
18,0.61,0.75,0.55,636,1.52,0,0.00096,0.4013,0.2,0.0,8.92
1,0.68,0.48,0.51,959,1.32,1,0.00071,0.5152,0.03,1.0,7.85
15,0.69,0.48,0.95,70,1.0,1,0.00986,0.69,0.47,0.0667,9.26
8,0.69,0.63,0.7,679,2.14,0,0.00102,0.3224,0.07,0.0,7.89
11,0.81,0.6,0.67,85,2.94,1,0.00953,0.2755,0.07,0.0909,8.05
12,0.62,0.63,0.77,480,1.0,0,0.00129,0.62,0.14,0.0,9.2
12,0.8,0.73,0.78,722,2.17,3,0.00111,0.3687,0.05,0.25,8.94
4,0.67,0.69,0.87,280,1.0,0,0.00239,0.67,0.18,0.0,8.71
16,0.72,0.69,0.59,912,1.59,1,0.00079,0.4528,0.1,0.0625,8.61
4,0.71,0.82,0.76,555,2.56,1,0.00128,0.2773,0.06,0.25,6.93
5,0.7,0.48,0.56,296,1.14,1,0.00236,0.614,0.08,0.2,8.02
5,0.7,0.66,0.67,296,1.49,2,0.00236,0.4698,0.01,0.4,7.7
8,0.85,0.58,0.71,278,1.0,3,0.00306,0.85,0.13,0.375,8.07
10,0.78,0.82,0.72,546,1.04,1,0.00143,0.75,0.1,0.1,10.0
17,0.66,0.38,0.72,995,1.0,2,0.00066,0.66,0.34,0.1176,9.16
9,0.86,0.39,0.82,520,1.8,2,0.00165,0.4778,0.43,0.2222,8.05
19,0.73,0.69,0.61,722,2.08,0,0.00101,0.351,0.08,0.0,10.0
14,0.74,0.79,0.73,694,1.34,2,0.00107,0.5522,0.06,0.1429,9.56
8,0.62,0.74,0.59,203,1.7,1,0.00305,0.3647,0.15,0.125,7.76
9,0.65,0.55,1.0,248,1.27,1,0.00262,0.5118,0.45,0.1111,8.31
11,0.63,0.83,0.56,314,2.02,1,0.00201,0.3119,0.27,0.0909,8.55
1,0.71,0.5,0.59,127,1.59,2,0.00559,0.4465,0.09,2.0,7.22
14,0.76,0.81,0.83,675,1.0,0,0.00113,0.76,0.02,0.0,10.0
5,0.74,0.52,0.64,395,2.16,0,0.00187,0.3426,0.12,0.0,7.5
14,0.86,0.61,0.83,730,1.23,1,0.00118,0.6992,0.22,0.0714,10.0
4,0.61,0.73,0.72,880,1.0,0,0.00069,0.61,0.01,0.0,8.47
1,0.71,0.47,0.64,933,1.19,1,0.00076,0.5966,0.17,1.0,7.62
19,0.57,0.83,0.59,468,1.0,0,0.00122,0.57,0.24,0.0,10.0
8,0.61,0.61,0.58,359,1.0,1,0.0017,0.61,0.03,0.125,8.21
15,0.83,0.67,0.64,967,1.6,1,0.00086,0.5187,0.03,0.0667,8.79
15,0.65,0.79,0.67,661,1.66,2,0.00098,0.3916,0.12,0.1333,8.38
9,0.62,0.55,0.58,416,1.71,0,0.00149,0.3626,0.03,0.0,8.65
9,0.49,0.78,0.68,315,1.5,1,0.00156,0.3267,0.1,0.1111,8.32
10,0.62,0.85,0.54,412,1.01,2,0.0015,0.6139,0.31,0.2,8.47
20,0.68,0.57,0.81,791,1.46,0,0.00086,0.4658,0.24,0.0,9.73
9,0.56,0.81,0.84,580,1.19,0,0.00097,0.4706,0.03,0.0,9.45
3,0.67,0.44,0.59,583,1.0,1,0.00115,0.67,0.15,0.3333,7.49
20,0.83,0.7,0.59,896,1.0,1,0.00093,0.83,0.11,0.05,10.0
11,0.63,0.5,0.73,815,2.12,2,0.00077,0.2972,0.23,0.1818,7.35
6,0.61,0.76,0.89,753,2.61,2,0.00081,0.2337,0.13,0.3333,7.14
2,0.59,0.75,0.92,343,1.96,1,0.00172,0.301,0.17,0.5,7.49
